id;de;fr;en;it;
A33.3;"Die Grasflächen werden erst gedüngt, wenn eine Analyse des Bodens zeigt, welche Nährstoffe der Boden braucht. Das ist recht gut! Denn überschüssige Düngemittel gelangen oft mit dem Regen in Gewässer. In Gewässer kann Dünger zu übermässigem Algenwachstum führen. Zudem ist in ungedüngten Böden die Artenvielfalt oft höher als in gedüngten Böden. <br><strong>Verbesserungs-Tipp:</strong><br> Informiere dich über verschiedene Möglichkeiten des Düngens. Im <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Leitfaden</a></strong> unter globe-swiss.ch > Angebote > BioDivSchool > für den Unterricht findest du dazu weiterführende Informationen. Triff dich dann mit den Personen, die düngen. Überlegt zusammen, welche Flächen überhaupt gedüngt werden sollen.";"Les surfaces herbacées ne sont fertilisées qu'après une analyse du sol montrant les nutriments nécessaires. C'est plutôt bien ! En effet, les excédents d'engrais sont souvent entraînés par la pluie dans les cours d'eau dans lesquels ils peuvent provoquer la croissance excessive d'algues. De plus, la biodiversité est souvent plus grande dans les sols non fertilisés que dans les sols fertilisés. <br><strong>Conseil d'amélioration :</strong><br> renseigne-toi sur les différentes méthodes de fertilisation. Tu trouveras des informations complémentaires dans le <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/"" target=""_blank"">Guide</a></strong> du site www.globe-swiss.ch > Offres > BioDivSchool > Pour l'enseignant-e. Ensuite, rencontre les personnes responsables de la fertilisation et réfléchissez ensemble aux zones qui devraient être fertilisées, le cas échéant.";"Grass surfaces are only fertilised when a soil analysis reveals the nutrients used by the soil. That's great! This is because excess fertiliser often ends up in the water with the rain. In streams, fertilisers can lead to excessive algae growth. Also, biodiversity is often greater in unfertilised soil than in fertilised soil. <br><strong>Improvement tip:</strong><br> Find out about the different fertilisation options. You'll find additional information on this in the <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guide</a></strong> under globe-swiss.ch > Offers > BioDivSchool > for teaching. After that, meet the people who do the fertilising. Think together about the surfaces that need to be fertilised in general.";"Le superfici erbose vengono concimate solo quando l'analisi del terreno rivela le sostanze nutritive mancanti. Ciò è un bene! I fertilizzanti in eccesso spesso finiscono nelle acque attraverso le precipitazioni. Nei corsi d'acqua, i fertilizzanti possono portare a una crescita eccessiva di alghe. Inoltre, la biodiversità è spesso maggiore nei terreni non concimati che in quelli fertilizzati. <br><strong>Suggerimento per migliorare la situazione:</strong><br> informatevi sulle diverse opzioni di concimazione. Troverete ulteriori informazioni al riguardo nella <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guida</a></strong> sotto globe-swiss.ch > Offerte > BioDivSchool > per l'insegnamento. In seguito incontrate le persone che si occupano della concimazione dei prati e riflettete insieme come si può procedere per concimare rispettando maggiormente l'ambiente.";
A33.4;"Die Grasflächen werden erst gedüngt, wenn eine Analyse des Bodens zeigt, welche Nährstoffe der Boden braucht. Auch werden Wiesen mit hohem Gras gar nicht gedüngt. Das ist gut! Denn überschüssige Düngemittel gelangen oft mit dem Regen in Gewässer. In Gewässer kann Dünger zu übermässigem Algenwachstum führen. Zudem ist in ungedüngten Böden die Artenvielfalt oft höher als in gedüngten Böden. <br><strong>Verbesserungs-Tipp:</strong><br> Informiere dich über verschiedene Möglichkeiten des Düngens. Im <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Leitfaden</a></strong> unter globe-swiss.ch > Angebote > BioDivSchool > für den Unterricht findest du dazu weiterführende Informationen. Triff dich dann mit den Personen, die düngen. Überlegt zusammen, ob es weitere Flächen gibt, die überhaupt nicht gedüngt werden sollen.";"Les surfaces herbacées ne sont fertilisées qu'après une analyse du sol montrant les nutriments nécessaires. Les prairies avec de hautes herbes ne sont pas du tout fertilisées. C'est bien ! En effet, les excédents d'engrais sont souvent entraînés par la pluie dans les cours d'eau dans lesquels ils peuvent provoquer la croissance excessive d'algues. De plus, la biodiversité est souvent plus grande dans les sols non fertilisés que dans les sols fertilisés. <br><strong>Conseil d'amélioration :</strong><br> renseigne-toi sur les différentes méthodes de fertilisation. Tu trouveras des informations complémentaires dans le <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/"" target=""_blank"">Guide</a></strong> du site www.globe-swiss.ch > Offres > BioDivSchool > Pour l'enseignement. Ensuite, rencontre les personnes responsables de la fertilisation et réfléchissez ensemble à ne pas du tout fertiliser d'autres zones.";"Grass surfaces are only fertilised when a soil analysis shows what nutrients the soil needs. Meadows with tall grasses are not fertilised at all. That's great! This is because excess fertiliser often ends up in the water with the rain. In streams, fertilisers can lead to excessive algae growth. Also, biodiversity is often greater in unfertilised soil than in fertilised soil. <br><strong>Improvement tip:</strong><br>Find out about the different fertilisation options. You can find out more in the <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guide</a></strong> under globe-swiss.ch > Offers > BioDivSchool > for education. After that, meet the people who do the fertilising. Together, think about whether there are other surfaces that do not need to be fertilised at all.";"I prati vengono concimati solo quando l'analisi del terreno indica quali sono i nutrienti di cui il terreno ha bisogno. Le superfici erbose con erbe alte non vengono concimati affatto. Questa è una buona cosa! Infatti, i fertilizzanti in eccesso finiscono spesso nei corsi d'acqua attraverso le precipitazioni. Nei corsi d'acqua, i fertilizzanti possono portare a una crescita eccessiva di alghe. Inoltre, la biodiversità è spesso maggiore nei terreni non concimati che in quelli fertilizzati. <br><strong>Suggerimento per migliorare la situazione:</strong><br>informatevi sulle diverse opzioni di concimazione. Per saperne di più, consultate la <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guida</a></strong> su globe-swiss.ch > Offerte > BioDivSchool > per la formazione. In seguito incontrate le persone che si occupano della concimazione dei prati e riflettete insieme come si può procedere per concimare rispettando maggiormente l'ambiente.";
A33.5;Die Grasflächen werden nicht gedüngt. Das ist sehr gut! Denn überschüssige Düngemittel gelangen oft mit dem Regen in Gewässer. In Gewässer kann Dünger zu übermässigem Algenwachstum führen. Zudem ist in ungedüngten Böden die Artenvielfalt oft höher als in gedüngten Böden.;"Les surfaces herbacées ne sont pas fertilisées. C'est très bien ! En effet, les excédents d'engrais sont souvent entraînés par la pluie dans les cours d'eau dans lesquels ils peuvent provoquer la croissance excessive d'algues. De plus, la biodiversité est souvent plus grande dans les sols non fertilisés que dans les sols fertilisés.";"Grass surfaces are not fertilised. That's great! This is because excess fertiliser often ends up in the water with the rain. In streams, fertilisers can lead to excessive algae growth. Also, biodiversity is often greater in unfertilised soil than in fertilised soil.";"Le aree erbose non sono concimate e questo è un bene! I fertilizzanti in eccesso finiscono spesso nei corsi d'acqua attraverso le precipitazioni. Qui i fertilizzanti possono portare a una crescita eccessiva di alghe. Inoltre, la biodiversità è spesso maggiore nei terreni non concimati che in quelli fertilizzati.";
A34.0;"Es gibt keine Angaben, mit welchen Mitteln Grasflächen gedüngt werden. Düngemittel sind nichts Anderes als Nährstoffe für Pflanzen. Leider fördern Düngemittel oft das Wachstum von nur einigen wenigen Pflanzenarten. In ungedüngten Böden ist die Artenvielfalt deshalb oft höher als in gedüngten Böden.";"Il n'y a pas d'information sur les produits utilisés pour fertiliser les surfaces herbacées. Les engrais ne sont rien d'autre que des nutriments pour les plantes, qui malheureusement  favorisent souvent la croissance de seulement quelques espèces de plantes. C'est pourquoi la diversité des espèces est souvent plus grande dans les sols non fertilisés que dans les sols fertilisés.";"There is no information on the products used to fertilise grass surfaces. Fertilisers are nothing more than nutrients for plants. Unfortunately, fertilisers often promote the growth of only a few plant species. This is why biodiversity is often greater in unfertilised soils than in fertilised soils.";"Non ci sono informazioni sui prodotti utilizzati per la concimazione delle superfici erbose. I fertilizzanti non sono altro che sostanze nutritive per le piante. Purtroppo, queste sostanze favoriscono spesso la crescita selettiva solo di alcune specie vegetali. Per questo motivo la biodiversità è spesso maggiore nei terreni non fertilizzati.";
A34.1;"Die Grasflächen werden vor allem mit mineralischem Dünger oder Torf gedüngt. Das ist schlecht! Denn mineralische Düngemittel helfen zwar den Pflanzen, vernachlässigen aber Bodenlebewesen. Auch kann Mineraldünger zu einem chemischen Ungleichgewicht von Nährstoffen im Boden führen. Torf wird durch die Zerstörung von seltenen Sumpfgebieten gewonnen.<br> <br><strong>Verbesserungs-Tipp:</strong><br> Informiere dich über andere Möglichkeiten des Düngens. Im <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Leitfaden</a></strong> unter globe-swiss.ch > Angebote > BioDivSchool > für den Unterricht findest du dazu weiterführende Informationen. Triff dich dann mit den Personen, die düngen. Überlegt zusammen, wo und wie gedüngt werden soll.";"Les surfaces herbacées sont principalement fertilisées avec des engrais minéraux ou de la tourbe. C'est dommage ! En effet, les engrais minéraux aident les plantes mais négligent les organismes vivants du sol. Les engrais minéraux peuvent aussi entraîner un déséquilibre chimique des nutriments dans le sol. La tourbe est obtenue en détruisant certaines zones marécageuses.<br> <br><strong>Conseil d'amélioration :</strong><br> renseigne-toi sur d'autres méthodes de fertilisation. Tu trouveras des informations complémentaires dans le <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/"" target=""_blank"">Guide</a></strong> du site www.globe-swiss.ch > Offres > BioDivSchool > Pour l'enseignant-e. rencontre les personnes responsables de la fertilisation et féfléchissez ensemble où et comment fertiliser.";"Grass surfaces are primarily fertilised with mineral fertilisers or peat. That's a bad thing! This is because mineral fertilisers help the plants, but neglect the living organisms in the soil. Mineral fertilisers can also lead to a chemical imbalance of nutrients in the soil. Peat is obtained by destroying certain marshy areas.<br> <br><strong>Improvement tip:</strong><br> Find out about other fertilisation options. You can find out more in the <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guide</a></strong> under globe-swiss.ch > Offers > BioDivSchool > for teaching. After that, meet the people who do the fertilising. Think together about where and how to fertilise.";"Le superfici erbose sono concimate principalmente con fertilizzanti minerali o torba. Questa situazione è problematica! I fertilizzanti minerali aiutano le piante, ma trascurano gli altri organismi (animaletti, funghi,...) che vivono nel suolo. I fertilizzanti minerali possono anche portare a uno squilibrio chimico delle sostanze utili alle piante presenti nel terreno. La torba, invece, è problematica perché si ottiene distruggendo alcune aree paludose.<br> <br><strong>Consiglio per migliorare la situazione:</strong><br> informatevi su altre opzioni di concimazione. Potete trovare maggiori informazioni nella <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guida</a></strong> sotto globe-swiss.ch > Offerte > BioDivSchool > per l'insegnamento. In seguito incontrate le persone che si occupano della concimazione e pensate insieme dove è effettivamente necessario farlo e quali sono le tecniche che danneggiano meno l'ambiente.";
A34.2;"Bei der Düngung der Grasflächen werden Düngemittel wie Mist, Mulch, Bio-Knospenprodukte eingesetzt. Solche Düngemittel helfen nicht nur den Pflanzen, sondern auch den Bodenlebewesen.<br>Beachte aber: Zu viel Düngemittel fördern oft das Wachstum von nur einigen wenigen Pflanzenarten. <br><strong>Verbesserungs-Tipp:</strong><br> Informiere dich über andere Möglichkeiten des Düngens. Im <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Leitfaden</a></strong> unter globe-swiss.ch > Angebote > BioDivSchool > für den Unterricht findest du dazu weiterführende Informationen. Triff dich dann mit den Personen, die düngen. Überlegt zusammen, welche Flächen überhaupt gedüngt werden sollen.";"Lors de la fertilisation des surfaces herbacées, des engrais comme le fumier, le paillis, les produits biologiques certifiés sont utilisés. De tels engrais bénéficient non seulement aux plantes, mais aussi aux organismes vivants du sol. <br>Attention : un excès d'engrais favorise souvent la croissance de seulement quelques espèces de plantes. <br><strong>Conseil d'amélioration :</strong><br> renseigne-toi sur d'autres méthodes de fertilisation. Tu trouveras des informations complémentaires sur ce sujet dans le <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/"" target=""_blank"">Guide</a></strong> du site www.globe-swiss.ch > Offres > BioDivSchool > Pour l'enseignant-e. Rencontre ensuite les personnes responsables de la fertilisation et réfléchissez ensemble aux zones qui devraient être fertilisées, le cas échéant.";"Fertilisers such as manure, mulch and organic bud products are used to fertilise grass surfaces. Such fertilisers help not only the plants, but also the organisms living in the soil. <br>Warning: too much fertiliser encourages the growth of only a few plant species. <br><strong>Improvement tip:</strong><br>Find out about other fertilisation options. You can find more information on this subject in the <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guide</a></strong> under globe-swiss.ch > Offers > BioDivSchool > for teaching. After that, meet the people who do the fertilising. Together, think about which surfaces need to be fertilised in general.";"Le superfici erbose sono concimati con il letame, il pacciame o i prodotti biologici. Questi concimi aiutano non solo le piante, ma anche gli altri organismi (animaletti, funghi,...) che vivono nel suolo. <br>Attenzione: una quantità eccessiva di fertilizzanti favorisce la crescita solo di alcune specie vegetali. <br><strong>Suggerimento per migliorare la situazione:</strong><br> informatevi su altre opzioni di concimazione. Potete trovare maggiori informazioni nella <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guida</a></strong> sotto globe-swiss.ch > Offerte > BioDivSchool > per l'insegnamento. In seguito incontrate le persone che si occupano della concimazione e pensate insieme dove è effettivamente necessario farlo e quali sono le tecniche che danneggiano meno l'ambiente.";
A34.3;"Die Grasflächen werden mit vor allem eigenem Kompost gedüngt. Das ist gut! Denn Kompost hilft nicht nur den Pflanzen, sondern auch den Bodenlebewesen. Beachte aber: Zu viel Düngemittel fördern oft das Wachstum von nur einigen wenigen Pflanzenarten. <br><strong>Verbesserungs-Tipp:</strong><br> Informiere dich über andere Möglichkeiten des Düngens. Im <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Leitfaden</a></strong> unter globe-swiss.ch > Angebote > BioDivSchool > für den Unterricht findest du dazu weiterführende Informationen. Triff dich dann mit den Personen, die düngen. Überlegt zusammen, ob es weitere Flächen gibt, die überhaupt nicht gedüngt werden sollen.";"Les surfaces herbacées sont fertilisées principalement avec leur propre compost. C'est bien ! En effet, le compost n'aide pas seulement les plantes, mais aussi les organismes vivants du sol. Attention : trop d'engrais favorise souvent la croissance de seulement quelques espèces de plantes. <br><strong>Conseil d'amélioration :</strong><br> renseigne-toi sur d'autres méthodes de fertilisation. Tu trouveras des informations complémentaires à ce sujet dans le <strong><a href=https://www.globe-swiss.ch/fr/Offres/BioDivSchool/"" target=""_blank"">Guide</a></strong> du site www.globe-swiss.ch > Offres > BioDivSchool > Pour l'enseignant-e. Rencontre ensuite les personnes qui fertilisent. Réfléchissez ensemble s'il y a d'autres surfaces qui ne doivent pas du tout être fertilisées.";"Grass surfaces are fertilised primarily with their own compost. And that's great! This is because compost not only helps the plants, but also the organisms living in the soil. Warning: too much fertiliser often encourages the growth of only a few plant species. <br><strong>Improvement tip:</strong><br> Find out about other fertilisation options. You can find out more in the <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guide</a></strong> under globe-swiss.ch > Offers > BioDivSchool > for teaching. After that, meet the people who do the fertilising. Think together about whether there are other surfaces that do not need to be fertilised at all.";"Le superfici erbose  sono concimate principalmente con il proprio compost e questo è un bene! Il compost non aiuta solo le piante, ma anche gli organismi (funghi, animaletti,...) che vivono nel suolo. Attenzione però: troppo concime spesso favorisce la crescita selettiva di poche specie vegetali. <br><strong>Suggerimento per migliorare la situazione:</strong><br> informatevi su altre opzioni di concimazione. Potete trovare maggiori informazioni nella <strong><a href=https://www.globe-swiss.ch/de/Angebote/BioDivSchool/"" target=""_blank"">Guida</a></strong> sotto globe-swiss.ch > Offerte > BioDivSchool > per l'insegnamento. In seguito incontrate le persone che si occupano della concimazione e pensate insieme se ci sono altre aree che non necessitano un apporto di concime.";
A35.0;"Du hast nicht angegeben, was mit dem Laub passiert. Laub spielt eine wichtige Rolle im Kreislauf der Natur. Laubhaufen bieten zudem vielen Tieren Lebensraum, Versteck und Schutz vor Kälte.";"Tu n'as pas précisé ce qui se passe avec les feuilles mortes. Les feuilles mortes jouent un rôle important dans le cycle de la nature. Les tas de feuilles offrent également à beaucoup d'animaux un habitat, une cachette et une protection contre le froid.";"You haven't specified what happens to the foliage. Foliage plays an important role in the cycle of nature. Heaps of leaves also provide a home, a hiding place and protection from the cold for lots of animals.";"Non hai indicato che cosa succede al fogliame. Il fogliame svolge un ruolo importante nel ciclo della natura e inoltre per molti animali questi cumuli costituiscono anche un habitat, un nascondiglio e una protezione dal freddo.";
A35.1;"Sämtliches Laub wird eingesammelt und entsorgt. Das ist schade. Denn Laub spielt eine wichtige Rolle im Kreislauf der Natur. Laubhaufen bieten zudem vielen Tieren Lebensraum, Versteck und Schutz vor Kälte. <br><strong>Verbesserungs-Tipp:</strong><br> Triff dich mit den Personen, die das Laub einsammeln. Überlegt zusammen, wo und wie viele Laubhaufen belassen werden können.";"L'ensemble des feuilles mortes est ramassé et éliminé. C'est bien dommage. En effet, les feuilles mortes jouent un rôle important dans le cycle de la nature. Les tas de feuilles offrent également à beaucoup d'animaux un habitat, une cachette et une protection contre le froid. <br><strong>Conseil d'amélioration :</strong><br> rencontre les personnes qui ramassent les feuilles mortes. Réfléchissez ensemble à l'endroit et à la quantité de tas de feuilles qui peuvent être conservés.";"All the foliage is picked up and disposed of. It's a pity. This is because foliage plays an important role in the cycle of nature. Leaf piles also provide a habitat, hiding place and protection from the cold for lots of animals. <br><strong>Improvement tip:</strong><br> Meet the people who collect the foliage. Think together about where and how many piles of leaves can be left.";"Tutto il fogliame viene raccolto e smaltito. Peccato! Dopotutto, il fogliame svolge un ruolo importante nel ciclo della natura. Il fogliame svolge un ruolo importante nel ciclo della natura e inoltre per molti animali questi cumuli costituiscono anche un habitat, un nascondiglio e una protezione dal freddo. <br><strong>consiglio per migliorare la situazione:</strong><br> incontrate le persone che raccolgono il fogliame e pensate insieme a dove e quanti mucchi di foglie possono essere lasciati nei dintorni della scuola.";
A35.2;"Vereinzelt wird Laub bewusst belassen. Das ist gut! Denn Laub spielt eine wichtige Rolle im Kreislauf der Natur. Laubhaufen bieten zudem vielen Tieren Lebensraum, Versteck und Schutz vor Kälte. <br><strong>Verbesserungs-Tipp:</strong><br> Triff dich mit den Personen, die das Laub einsammeln. Überlegt zusammen, ob es noch mehr Möglichkeiten gibt, Laubhaufen zu belassen.";"Dans certains cas isolés, les feuilles mortes sont volontairement laissées sur place. C'est une bonne chose ! En effet, les feuilles mortes jouent un rôle important dans le cycle de la nature. Les tas de feuilles offrent également à beaucoup d'animaux un habitat, une cachette et une protection contre le froid. <br><strong>Conseil d'amélioration :</strong><br> rencontre les personnes qui ramassent les feuilles. Réfléchissez ensemble s'il existe d'autres possibilités de laisser des tas de feuilles.";"In some isolated cases, the foliage is deliberately left in place. And that's a good thing! This is because foliage plays an important role in the cycle of nature. Heaps of leaves also provide a habitat, a hiding place and protection from the cold for lots of animals. <br><strong>Improvement tip:</strong><br> Meet the people who collect the foliage. Together think about whether there is a lot more opportunity to leave piles of fallen leaves.";"Raramente il fogliame viene deliberatamente lasciato al suo posto. Questo fatto è sicuramente positivo! Il fogliame svolge un ruolo importante nel ciclo della natura e inoltre per molti animali questi cumuli costituiscono anche un habitat, un nascondiglio e una protezione dal freddo. <br><strong>suggerimento per migliorare la situazione:</strong><br> incontrare le persone che raccolgono il fogliame e valutate insieme se non sia il caso di lasciare più mucchi di foglie in alcune zone attorno alla scuola.";
A35.3;"Es werden bewusst zahlreiche Laubhaufen erstellt. Das ist sehr gut! Denn Laub spielt eine wichtige Rolle im Kreislauf der Natur. Laubhaufen bieten zudem vielen Tieren Lebensraum, Versteck und Schutz vor Kälte. <br><strong>Pflege-Tipp:</strong><br>  Achte darauf, dass auch in Zukunft möglichst viele Laubhaufen erstellt werden.";"De nombreux tas de feuilles mortes sont délibérément créés. C'est très bien ! En effet, les feuilles mortes jouent un rôle important dans le cycle de la nature. Les tas de feuilles offrent également à de nombreux animaux un habitat, une cachette et une protection contre le froid. <br><strong>Conseil d'entretien :</strong><br>Assure-toi quà l'avenir également, un maximum de tas de feuilles mortes soit créé.";"Many piles of leaves are deliberately created. That's great! This is because foliage plays an important role in the cycle of nature. Leaf piles also provide a habitat, hiding place and protection from the cold for many animals. <br><strong>Maintenance tip:</strong><br> Take care that a maximum amount of leaf pile is created in the future.";"Molti cumuli di foglie sono creati deliberatamente. Va benissimo! Dopotutto, il fogliame svolge un ruolo importante nel ciclo naturale. Il fogliame svolge un ruolo importante nel ciclo della natura e inoltre per molti animali questi cumuli costituiscono anche un habitat, un nascondiglio e una protezione dal freddo. <br><strong>consiglio per la manutenzione:</strong><br> assicuratevi che anche in futuro venga creato il più alto numero possibile di mucchi di foglie.";
A36.0;"Du hast nicht angegeben, was mit alten Samenständen passiert. Denn alte Samenstände können Vögel als Nahrung dienen. Auch nutzen viele nützlichen Insekten alte Pflanzenstengel zum Überwintern.";"Tu n'as pas précisé ce qui se passe avec les anciennes inflorescences. En effet, celle-ci peuvent servir de nourriture aux oiseaux. De même, de nombreux insectes utiles profitent des anciennes tiges de plantes pour hiverner.";"You haven't specified what happens to old seeds. In fact, old seeds can be used as bird food. Many useful insects also take advantage of old plant stems to spend the winter.";Non avete menzionato cosa succede alle vecchie infruttenscenze. Queste possono essere infatti cibo per gli uccelli. Anche molti insetti utili approfittano dei vecchi steli delle piante per svernare.;
A36.1;"Alle alten Samenstände werden abgeschnitten und entsorgt. Das ist schade. Denn alte Samenstände können Vögel als Nahrung dienen. Auch nutzen viele nützlichen Insekten alte Pflanzenstengel zum Überwintern. <br><strong>Verbesserungs-Tipp:</strong><br> Triff dich mit den Personen, die alte Samenstände abschneiden. Überlegt zusammen, wo alte Samenstände belassen werden können.";"Tous les anciennes inflorescences sont coupées et jetées. C'est dommage. En effet, elles peuvent servir de nourriture aux oiseaux. De même, de nombreux insectes utiles utilisent les anciennes tiges de plantes pour passer hiverner. <br><strong>Conseil d'amélioration :</strong><br> rencontre les personnes qui coupent les anciennes inflorescences. Réfléchissez ensemble aux endroits où elles peuvent être laissées.";"All the old seeds are cut up and thrown away. It's a pity. In fact, old seeds can provide food for birds. Also, many beneficial insects use old plant stems to overwinter. <br><strong>Improvement tip:</strong><br> Meet the people who cut up old seeds. Together think about where the old seeds can be left.";"Tutte le vecchie infruttescenze vengono tagliate e buttate via. È un peccato perché i semi contenuti possono essere cibo per gli uccelli. Inoltre, molti insetti utili utilizzano i vecchi steli delle piante per svernare. <br><strong>Suggerimento per migliorare la situazione:</strong><br> incontrate le persone che si occupano di tagliare le infruttescenze e ragionate assieme su dove potrebbero essere lasciate per permettere agli altri organismi di poterne usufruire.";
A36.2;"Vereinzelt werden alte Samenstände bewusst belassen. Das ist gut! Denn alte Samenstände können Vögel als Nahrung dienen. Auch nutzen viele nützlichen Insekten alte Pflanzenstengel zum Überwintern. <br><strong>Verbesserungs-Tipp:</strong><br> Triff dich mit den Personen, die alte Samenstände abschneiden. Überlegt zusammen, ob noch mehr alte Samenstände belassen werden können.";"Dans certains cas isolés, les anciennes inflorescences sont volontairement laissées en place. C'est une bonne chose ! En effet, elles peuvent servir de nourriture aux oiseaux. De même, de nombreux insectes utiles utilisent les anciennes tiges de plantes pour hiverner. <br><strong>Conseil d'amélioration :</strong><br> rencontre les personnes qui coupent les anciennes inflorescences. Réfléchissez ensemble à la possibililté d'en conserver davantage.";"In some isolated cases, old seeds are deliberately left in place. This is a good thing! In fact, old seeds can serve as food for birds. Also, many beneficial insects use old plant stems to overwinter. <br><strong>Improvement tip:</strong><br> Meet the people who cut up old seeds. Together, think about whether it's possible to leave more old seeds.";"Solo in rari casi le vecchie infruttescenze vengono deliberatamente lasciate sul posto. Questo è un bene perché i vecchi semi possono servire come cibo per gli uccelli. Inoltre, molti insetti utili utilizzano i vecchi steli delle piante per svernare. <br><strong>Suggerimento per migliorare la situazione:</strong><br> incontrate le persone che si occupano di tagliare le infruttescenze e ragionate assieme su dove potrebbero essere lasciate per permettere agli altri organismi di poterne usufruire.";
A36.3;"Die meisten Samenstände werden bewusst belassen. Das ist sehr gut! Denn alte Samenstände können Vögel als Nahrung dienen. Auch nutzen viele nützlichen Insekten alte Pflanzenstengel zum Überwintern. <br><strong>Pflege-Tipp:</strong><br>  Achte darauf, dass auch in Zukunft möglichst viele alten Samenstände belassen werden.";"La plupart des anciennes inflorescences sont volontairement laissées en place. C'est très bien ! En effet, elles peuvent servir de nourriture aux oiseaux. De même, de nombreux insectes utiles utilisent les anciennes tiges de plantes pour hiverner. <br><strong>Conseil d'entretien :</strong><br> veille à ce que ce qu'à l'avenir, un maximum d'anciennes inflorescences soient laissées.";"Most of the seeds are deliberately left in place. That's great! In fact, old seeds can serve as food for birds. Also, many beneficial insects use old plant stems to overwinter. <br><strong>Maintenance tip:</strong><br> Take care that as many old seeds as possible are left in the future.";"La maggior parte delle infruttescenze viene deliberatamente lasciata al suo posto. Questo è un bene perché le vecchie infruttescenze possono servire come cibo per gli uccelli. Inoltre, molti insetti utili utilizzano i vecchi steli delle piante per svernare. <br><strong>Consiglio per la manutenzione:</strong><br> assicuratevi che in futuro venga lasciato il maggior numero possibile di infruttescenze.";
A37.0;Es gibt keine Angaben zur Begrünung von Flachdächern. Flachdächer können Lebensräume für Kräuter und Blumen bieten. Zudem können auf Flachdächern auch Sandflächen oder kleinen Haufen von Totholz eingerichtet werden. Sandflächen und Totholz bietet zahlreichen Insekten ein Zuhause.;Il n'y a pas d'informations sur la présence de végétation sur les toits plats. Les toits plats peuvent offrir des habitats pour les plantes. On peut également aménager des zones de sable ou de petits tas de bois mort sur les toits plats. Les surfaces sablonneuses et le bois mort offrent un abri à de nombreux insectes.;There is no information on the presence of vegetation on flat roofs. Flat roofs can provide habitats for grasses and flowers. Areas of sand or small piles of dead wood can also be created on flat roofs. Sandy surfaces and dead wood provide shelter for many insects.;"Non ci sono informazioni sulla presenza di vegetazione sui tetti piani. I tetti piani possono costituire un habitat per erbe e fiori, infatti è possibile creare sopra i tetti delle zone costituite da sabbia o piccoli cumuli di legno morto, offrendo così rifugio a molti organismi (animaletti, funghi,...).";
