E32b.text;32b: Wie werden Unkräuter oder unerwünschte Pflanzen zur Hauptsache bekämpft?;32b : comment lutter en général contre les mauvaises herbes ou les plantes indésirables?;32b:How are weeds or unwanted plants mainly controlled?;32b: Come si vengono effettuati principalmente gli interventi di regolazione delle erbacce o delle piante indesiderate?;
E33a.options.label.0;Mehr als die Hälfte des Bodens wird ohne Analyse des Bodens gedüngt.;Plus de la moitié des sols sont fertilisés sans analyse du sol.;More than half of the land is fertilized without analyzing the soil.;Più della metà  dei terreni viene concimata senza analizzare il suolo.;
E33a.options.label.1;Weniger als die Hälfte des Bodens wird ohne Analyse des Bodens gedüngt.;Moins de la moitié du sol est fertilisé sans analyse du sol.;Less than half of the soil is fertilized without analyzing the soil.;Meno della metà  del terreno viene concimato senza analizzare il terreno.;
E33a.text;"33a: Wie werden Grasflächen (Wiesen, Rasen inklusive Sportrasen) gedüngt?";"33a : comment fertiliser les pelouses (prairies, gazons, y compris les gazons de sport)?";"33a: How are grasslands (meadows, lawns including sports turf) fertilized?";33a: Come vengono concimate le aree erbose (compresi i campi sportivi)?;
E33duengen.options.label.0;Ja;Oui;Yes;Sì;
E33duengen.options.label.1;Nein;Non;No;No;
E33duengen.text;"33: Ist die gesamte Grasfläche (Wiesen, Rasen inklusive Sportrasen) grösser als die Fläche für zwei Autoparkplätze?";"33 : la surface herbacée totale (prairies, pelouse, y compris gazon de sport) est-elle plus grande que la surface correspondant à deux places de parc pour voitures?";"33: Is the total grass area (meadows, lawns including sports turf) larger than the area for two car parking spaces?";33: La superficie erbosa totale (compresi i campi sportivi) è superiore alla superficie di due posti auto?;
E33gras.options.label.0;Ja;Oui;Yes;Sì;
E33gras.options.label.1;Nein;Non;No;No;
E33gras.text;"33gras: Werden Grasflächen (Wiesen, Rasen inklusive Sportrasen) gedüngt?";"33gras : les surfaces herbacées (prairie, pelouse, y compris gazon de sport) sont-elles fertilisées?";"33grass: Are grass areas (meadows, lawns including sports turf) fertilized?";33grass: Le aree erbose (compresi i campi sportivi) sono concimate?;
E33gras.textInfo.text.1;In Böden mit wenig Nährstoffen ist die Artenvielfalt erstaunlicher Weise viel höher als in nährstoffreichen Böden. Düngemittel sind nichts Anderes als Nährstoffe für Pflanzen. Deshalb fördern Düngemittel oft das Wachstum von nur einigen wenigen Pflanzenarten.;"Dans les sols pauvres en nutriments, la biodiversité est étonnamment beaucoup plus élevée que dans les sols riches en nutriments. Les engrais ne sont rien d'autre que des nutriments pour les plantes. C'est pourquoi les engrais favorisent souvent la croissance de quelques espèces végétales seulement.";"Surprisingly, biodiversity is much higher in soils with few nutrients than in nutrient-rich soils. Fertilizers are nothing more than nutrients for plants. Therefore, fertilizers often promote the growth of only a few plant species.";"Sorprendentemente, la biodiversità  è molto più elevata nei terreni con pochi nutrienti che in quelli ricchi di nutrienti. I fertilizzanti non sono altro che sostanze nutritive per le piante. Pertanto, i fertilizzanti spesso promuovono solo la crescita di alcune specie vegetali.";
E34.options.label.0;Mehr als ein Drittel der Düngemittel sind mineralischer Dünger oder Torf.;Plus d'un tiers des fertilisants sont des engrais minéraux ou de la tourbe.;More than one third of fertilizers are mineral fertilizers or peat.;Più di un terzo dei fertilizzanti è costituito da concimi minerali o torba.;
E34.options.label.1;"Mehr als die Hälfte der Düngemittel sind organischer Dünger wie Jauche, Mist oder Mulch oder Bio-Knospenprodukte.";"Plus de la moitié des engrais sont des engrais organiques tels que du purin, du fumier ou du paillis ou des produits biologiques.";"More than half of the fertilizers are organic fertilizers such as slurry, manure or mulch, or organic bud products.";"Più della metà  dei fertilizzanti sono fertilizzanti organici come liquami, letame o pacciame o prodotti biologici per la germinazione.";
E34.options.label.2;Mehr als die Hälfte der Düngemittel ist eigener Kompost.;Plus de la moitié des engrais sont du compost produit sur place.;More than half of the fertilizers are own compost.;Più della metà  dei fertilizzanti è costituita da compost proprio.;
E34.text;"34: Mit welchen Mitteln werden Grasflächen (Wiesen, Rasen inklusive Sportrasen) gedüngt?";"34 : quels sont les moyens utilisés pour fertiliser les surfaces herbacées (prairies, gazons, y compris les gazons de sport)?";"34: By what means are grasslands (meadows, lawns including sports turf) fertilized?";34: Con quali mezzi vengono concimati i terreni erbosi (inclusi quelli sportivi)?;
E34.textInfo.text.1;"Mineralische Düngemittel helfen zwar den Pflanzen, vernachlässigen aber Bodenlebewesen. Auch kann Mineraldünger zu einem chemischen Ungleichgewicht von Nährstoffen im Boden führen. Überschüssiger Mineraldünger wird zudem mit dem Regenwasser in Gewässer geschwemmt. In Gewässer kann Mineraldünger zu übermässigem Algenwachstum führen.";"Les engrais minéraux aident certes les plantes, mais ils négligent les organismes vivant dans le sol. Les engrais minéraux peuvent également entraîner un déséquilibre chimique des nutriments dans le sol. L'excédent d'engrais minéraux est en outre entraîné par les eaux de pluie dans les cours d'eau. Dans les cours d'eau, les engrais minéraux peuvent entraîner une croissance excessive d'algues.";"Mineral fertilizers help plants but neglect soil organisms. Also, mineral fertilizers can cause a chemical imbalance of nutrients in the soil. Excess mineral fertilizer is also washed into water bodies with rainwater. In water bodies, mineral fertilizer can lead to excessive algae growth.";I fertilizzanti minerali aiutano le piante ma trascurano gli organismi del suolo. I fertilizzanti minerali possono anche portare a uno squilibrio chimico dei nutrienti nel terreno. L'eccesso di fertilizzanti minerali viene anche disperso nei corsi d'acqua e nelle acque sotterranee con l'acqua piovana. Nei corsi d'acqua e nei laghi i fertilizzanti minerali possono portare a un'eccessiva crescita di alghe.;
E35.options.label.0;Sämtliches Laub wird eingesammelt und entsorgt.;Toutes les feuilles mortes sont ramassées et éliminées.;All foliage is collected and disposed of.;Tutte le foglie vengono raccolte e smaltite.;
E35.options.label.1;Vereinzelt wird Laub bewusst belassen.;"Dans certains cas, les feuilles mortes sont volontairement laissées sur place.";Occasionally leaves are deliberately left.;Occasionalmente le foglie vengono lasciate deliberatamente.;
E35.options.label.2;Es werden bewusst zahlreiche Laubhaufen erstellt.;De nombreux tas de feuilles mortes sont délibérément créés.;Numerous piles of leaves are deliberately created.;Vengono deliberatamente creati numerosi mucchi di foglie.;
E35.text;35: Was passiert im Herbst mit dem Laub?;35 : que deviennent les feuilles mortes en automne?;35: What happens to the leaves in autumn?;35: Cosa succede alle foglie in autunno?;
E35.textInfo.text.1;"Laub ist Nahrung für zahlreiche kleine Krabbeltiere aber auch für Pflanzen. Laub spielt deshalb eine wichtige Rolle im Kreislauf der Natur. Laubhaufen bieten zudem vielen Tieren Lebensraum, Versteck und Schutz vor Kälte. Tiere wie Igel, Blindschleichen, Frösche, kleine Mausarten usw. überwintern gerne in Laubhaufen.";"Les feuilles mortes sont la nourriture de nombreux petits animaux. La matière issue des feuilles mortes dégradées est utile également aux plantes. Les feuilles mortes jouent donc un rôle important dans le cycle de la nature. Les tas de feuilles offrent en outre un habitat, une cachette et une protection contre le froid à de nombreux animaux. Des animaux comme les hérissons, les orvets, les grenouilles, les petites souris, etc. passent volontiers l'hiver dans les tas de feuilles.";"Foliage is food for numerous small crawling animals but also for plants. Leaves therefore play an important role in the cycle of nature. Piles of leaves also provide habitat, hiding places and protection from the cold for many animals. Animals such as hedgehogs, slow worms, frogs, small mouse species, etc. like to hibernate in piles of leaves.";"Il fogliame è cibo per numerosi piccoli animali striscianti ma anche per le piante. Le foglie svolgono quindi un ruolo importante nel ciclo della natura. I mucchi di foglie forniscono inoltre a molti animali un habitat, un nascondiglio e una protezione dal freddo. Animali come ricci, orbettini, rane, topolini, ecc. amano svernare nei mucchi di foglie.";
E35.textInfo.text.2;Laubhaufen;Tas de feuilles mortes;Leaf piles;Mucchi di foglie;
E36.options.label.0;Alle alten Samenstände werden eingesammelt und entsorgt.;Tous les vieilles inflorescences sont ramassées et éliminées.;All old seed stands are collected and disposed of.;Tutte le infruttescenze vengono raccolte e smaltite.;
E36.options.label.1;Vereinzelt werden alte Samenstände bewusst belassen.;"Dans certains cas, les vieilles inflorescences sont volontairement laissés sur place.";"Occasionally, old seed stands are intentionally left.";Occasionalmente le vecchie infruttescenze vengono deliberatamente lasciate sul posto.;
E36.options.label.2;Die meisten Samenstände werden bewusst belassen.;La plupart des vieilles inflorescences sont laissées volontairement.;Most seed stalks are deliberately left.;La maggior parte delle infruttescenze viene deliberatamente abbandonata.;
E36.text;"36: Was passiert im Herbst mit alten Samenständen von Gras, Blumen und Sträucher?";36 : que se passe-t-il en automne avec les herbes sèches?;"36: What happens to old seed heads of grass, flowers, and shrubs in the fall?";"36: Cosa succede alle vecchie infruttescenze di piante erbacee, arboree e di arbusti in autunno?";
E36.textInfo.text.1;Alte Samenstände können Vögel als Nahrung dienen. Weiter nutzen viele nützlichen Insekten alte Pflanzenstengel zum Überwintern. Viele Insekten legen auch ihre Eier in alte Pflanzenstengel ab.;"Les vieilles inflorescences peuvent servir de nourriture aux oiseaux. De plus, de nombreux insectes utiles utilisent les vieilles tiges de plantes pour passer l'hiver. De nombreux insectes déposent également leurs œufs dans les vieilles tiges de plantes.";"Old seed stalks can serve as food for birds. Further, many beneficial insects use old plant stems for overwintering. Many insects also lay their eggs in old plant stems.";"Le vecchie infruttescenze possono servire come cibo per gli uccelli. Inoltre, molti insetti utili utilizzano i vecchi steli delle piante per il letargo. Molti insetti depongono anche le uova sulle vecchie infruttescenze.";
E36.textInfo.text.2;alte Samenstände;Vieilles inflorescences;old seed stalks;vecchie infruttescenze;
E37.options.label.0;Keine oder kaum Dachbegrünung.;Pas ou peu de végétalisation des toits.;No or hardly any green roof.;Nessun o quasi nessun tetto inverdito.;
E37.options.label.1;"Ungefähr die Hälfte der Flachdächer ist begrünt, enthält aber keine Sandflächen oder Totholz.";"Environ la moitié des toits plats sont végétalisés, mais ne contiennent pas de sable ou de bois mort.";"About half of flat roofs are vegetated, but do not contain sandy areas or dead wood.";"Circa la metà  dei tetti piani sono inverditi, ma non contengono aree sabbiose o legno morto.";
E37.options.label.2;Ungefähr die Hälfte der Flachdächer ist begrünt und enthält auch Sandflächen und Totholz.;Environ la moitié des toits plats sont végétalisés et contiennent également des zones de sable et du bois mort.;About half of the flat roofs are greened and also contain sand areas and dead wood.;Circa la metà  dei tetti piani sono inverditi e contengono anche aree sabbiose e legno morto.;
E37.options.label.3;"Mehr als die Hälfte der Flachdächer ist begrünt, enthält aber keine Sandflächen oder Totholz.";"Plus de la moitié des toits plats sont végétalisés, mais ne contiennent pas de sable ou de bois mort.";More than half of the flat roofs are vegetated but do not contain sand areas or dead wood.;Più della metà  dei tetti piani sono inverditi ma non contengono aree sabbiose o con legno morto.;
E37.options.label.4;Mehr als die Hälfte der Flachdächer ist begrünt und enthält auch Sandflächen oder Totholz.;Plus de la moitié des toits plats sont végétalisés et contiennent également des surfaces de sable ou du bois mort.;More than half of flat roofs are vegetated and also contain sand areas or dead wood.;Più della metà  dei tetti piani sono inverditi e contengono anche aree sabbiose o con legno morto.;
E37.text;37: Gibt es auf Flachdächern eine Begrünung?;37 : existe-t-il une végétalisation des toits plats?;37: Is there greening on flat roofs?;37: Esiste l'inverdimento sui tetti piani?;
E37.textInfo.text.1;Flachdächer können ebenfalls eine Vieflat kleiner Lebensräume bieten: Niedrige Kräuter und Blumen können dort wachsen. Zahlreiche Krabbeltiere können in Kies- und Sandflächen oder kleinen Haufen von Totholz leben.;Les toits plats peuvent également offrir un éventail de petits habitats: des herbes basses et des fleurs peuvent y pousser. De nombreux petits animaux peuvent vivre dans des zones de gravier et de sable ou dans de petits tas de bois mort.;"Flat roofs can also provide a vieflat of small habitats: Low herbs and flowers can grow there. Numerous creepy crawlies may live in patches of gravel, sand, or small piles of dead wood.";I tetti piani possono anche fornire una serie di piccoli habitat: Vi possono crescere erbe e fiori bassi. Numerosi insetti striscianti possono vivere in zone con ghiaia o sabbia o in piccoli cumuli di legno morto.;
E37.textInfo.text.2;Begrüntes Flachdach mit Totholz;Toit plat végétalisé avec bois mort;Green flat roof with dead wood;Tetto piano rinverdîto con legno morto;
E38.options.label.0;Keine oder nur vereinzelt Fassadenbegrünung.;Pas de végétation sur les façades ou seulement quelques-unes;No or only sporadic greening of facades.;Inverdimento delle facciate sporadico o assente.;
E38.options.label.1;Fassaden von einer Fläche von insgesamt mindestens zwei Autoparkplätzen ist begrünt.;Des façades d'une surface totale d'au moins deux places de parc pour voitures sont végétalisées.;Facades of a total area of at least two car parking spaces is greened.;Le facciate di una superficie totale di almeno due posti auto sono rinverdite.;
E38.text;38: Gibt es Fassaden mit einer Begrünung?;38 : existe-t-il des façades avec une végétation?;38: Are there facades with greening?;38: Ci sono facciate con dei vegetali?;
E38.textInfo.text.1;Begrünte Fassaden bieten Lebensraum für Krabbeltiere und Vögel. Begrünte Fassaden schützen auch vor Kälte und Hitze.;Les façades végétalisées offrent un habitat aux petits animaux et aux oiseaux. Les façades végétalisées protègent également du froid et de la chaleur.;Greened facades provide habitat for crawling animals and birds. Greened facades also protect against cold and heat.;Le facciate rinverdite forniscono un habitat per insetti e uccelli. Le facciate verdi proteggono anche dal freddo e dal caldo.;
E39.options.label.0;Nein;Non;No;No;
E39.options.label.1;Ja;Oui;Yes;Sì;
E39.text;Gibt es auf der Untersuchungsfläche einen biologisch bearbeiteten Kräuter- oder Gemüsegarten?;Existe-t-il un jardin d'herbes aromatiques ou un potager cultivé biologiquement sur la surface étudiée?;Is there a biologically cultivated herb or vegetable garden on the study site?;Nel sito di studio è presente un orto o un giardino di erbe aromatiche coltivato biologicamente?;
E39.textInfo.text.1;"Ein Kräuter- oder Gemüsegarten sorgt nur dann für mehr Artenvielfalt, wenn er biologisch bearbeitet wird. Bei Einsatz von chemischen Pestiziden, Herbiziden und Mineraldünger schadet dies der Artenvielfalt hingegen.";"Un jardin d'herbes aromatiques ou un potager ne garantit une plus grande biodiversité que s'il est traité biologiquement. En revanche, l'utilisation de pesticides chimiques, d'herbicides et d'engrais minéraux nuit à la biodiversité.";"A herb or vegetable garden only provides more biodiversity if it is organically managed. If chemical pesticides, herbicides and mineral fertilizers are used, on the other hand, this is detrimental to biodiversity.";"Un orto o un giardino di erbe aromatiche forniscono una maggiore biodiversità  solo se è coltivati in modo biologico. L'uso di pesticidi chimici, erbicidi e fertilizzanti minerali, invece, è dannoso per la biodiversità .";
E40a.options.label.0;Nein;Non;No;No;
E40a.options.label.1;Ja;Oui;Yes;Sì;
E40a.text;40a: Gibt es an den Gebäuden grosse Glasflächen?;40a : y a-t-il de grandes surfaces vitrées sur les bâtiments?;40a: Are there large glass surfaces on the buildings?;40a: Gli edifici presentano ampie superfici vetrate?;
E40a.textInfo.text.1;Grosse Glasflächen können tödlich für Vögel sein. Aufgeklebte Umrisse von Vögel schützen leider nur wenig.<br> Unwirksame Greifvogel-Umrisse;Les grandes surfaces vitrées peuvent être mortelles pour les oiseaux. Les silhouettes d'oiseaux collées ne protègent malheureusement que peu.<br> Silhouettes de rapaces inefficaces;Large areas of glass can be deadly to birds. Pasted bird outlines unfortunately provide little protection.<br> Ineffective raptor outlines;Grandi superfici di vetro possono essere letali per gli uccelli. Le sagome degli uccelli incollate sui vetri purtroppo forniscono poca protezione.<br> Le sagome dei rapaci risultano inefficaci;
E40a.textInfo.text.2;Wirksamer hingegen sind Streifenmuster:;Les motifs à rayures sont en revanche plus efficaces:;"More effective, however, are striped patterns:";"Più efficaci, tuttavia, sono i motivi a strisce:";
E40a.textInfo.text.3;Glasfläche mit aufgeklebten Vogelschutzstreifen;Surface vitrée avec bandes anti-oiseaux collées;Glass surface with bird protection stripes glued on;Superficie di vetro con strisce di protezione per uccelli;
E40b.options.label.0;Glasflächen ohne Vogelschutz.;Surfaces vitrées sans protection des oiseaux.;Glass area without bird protection.;Superfici di vetro senza protezione per gli uccelli.;
E40b.options.label.1;Glasflächen mit aufgeklebten Umrissen von Vögeln.;Surfaces vitrées avec silhouettes d'oiseaux collées.;Glass surfaces with glued outlines of birds.;Superfici di vetro con sagome di uccelli incollate.;
E40b.options.label.2;Glasflächen mit aufgeklebten Vogelschutzstreifen. (Birdstripes);Surfaces vitrées avec bandes de protection des oiseaux collées. (Birdstripes);Glass surfaces with glued-on bird protection outlines. (Birdstripes);Superfici di vetro con strisce di protezione per uccelli. (Strisce per uccelli);
E40b.text;40b: Wie werden die Vögel vor diesen Glasscheiben geschützt?;40b : comment les oiseaux sont-ils protégés de ces vitres?;40b:How are birds protected from these glass panels?;40b: Come vengono protetti gli uccelli da questi pannelli di vetro?;
E40b.textInfo.text.1;Grosse Glasflächen können tödlich für Vögel sein. Aufgeklebte Umrisse von Vögel schützen leider nur wenig.<br> Unwirksame Greifvogel-Umrisse<br>;Les grandes surfaces vitrées peuvent être mortelles pour les oiseaux. Les silhouettes d'oiseaux collées ne protègent malheureusement que peu.<br> Silhouettes de rapaces inefficaces<br>;Large areas of glass can be deadly to birds. Glued-on bird outlines unfortunately provide little protection.<br> Ineffective raptor outlines<br>;Grandi superfici di vetro possono essere letali per gli uccelli. Le sagome degli uccelli incollate sui vetri purtroppo forniscono poca protezione.<br> Le sagome dei rapaci risultano inefficaci<br>;
E40b.textInfo.text.2;Wirksamer hingegen sind Streifenmuster:;"En revanche, les motifs à rayures sont plus efficaces:";"More effective, however, are striped patterns:";"Più efficaci, tuttavia, sono i motivi a strisce:";
E40b.textInfo.text.3;Glasfläche mit aufgeklebten Vogelschutzstreifen;Surface vitrée avec bandes anti-oiseaux collées;Glass surface with bird protection stripes glued on;Superficie di vetro con strisce visibili per la protezione degli uccelli;
E41a.options.label.0;Nein;Non;No;No;
E41a.options.label.1;Ja;Oui;Yes;Sì;
E41a.text;"41a: Gibt es auf dem Untersuchungsgebiet Lichtquellen, die jeden Tag bis spät in die Nacht leuchten?";41a : y a-t-il sur la zone d'étude des sources lumineuses qui restent allumées régulièrement jusque tard dans la nuit?;41a: Are there any light sources on the study site that shine late into the night every day?;41a: Nell'area oggetto di studio sono presenti fonti di luce che illuminano ogni giorno fino a tarda notte?;
E41a.textInfo.text.1;Zahlreiche Lebewesen sind aktiv in der Nacht. Viele von diesen Lebewesen kreisen um künstliche Lichtquellen und sterben schliesslich. Lichtquellen sollten deshalb nicht nach oben abstrahlen:;De nombreux êtres vivants sont actifs la nuit. Beaucoup d'entre eux tournent autour des sources de lumière artificielle et finissent par mourir. Les sources de lumière ne devraient donc pas éclairer vers le haut:;Numerous creatures are active at night. Many of these creatures circle around artificial light sources and eventually die. Light sources should therefore not radiate upwards:;Numerosi animali sono attivi di notte. Molti di questi girano intorno alle fonti di luce artificiale e alla fine muoiono. Le fonti di luce non dovrebbero quindi illuminare verso l'alto:;
E41a.textInfo.text.2;Schädliche Ausrichtung von Lichtquellen;Mauvaise orientation des sources lumineuses;Harmful orientation of light sources;Orientamento dannoso delle fonti luminose;
E41a.textInfo.text.3;"Auch ist gelbliches bis warm-weisses Licht von LED-Lampen weniger schädlich, als bläuliches Licht.";"De même, la lumière jaunâtre à blanc chaud des lampes LED est moins nocive que la lumière bleutée.";"Also, yellowish to warm-white light from LED lamps is less harmful than bluish light.";"Inoltre, la luce giallastra o bianco-calda delle lampade LED è meno dannosa di quella bianco-freddo.";
E41a.textInfo.text.4;Schädlichkeit verschiedener Lichtquellen;Nocivité de différentes sources lumineuses;Harmfulness of different light sources;Nocività  delle diverse fonti luminose;
E41b.options.label.0;"Einige Lichtquellen strahlen auch nach oben ab, beispielsweise zur Beleuchtung des Gebäudes.";"Certaines sources lumineuses éclairent également vers le haut, par exemple pour éclairer un bâtiment.";"Some light sources also radiate upward, for example, to illuminate the building.";"Alcune sorgenti luminose illuminano anche verso l'alto, ad esempio per illuminare l'edificio.";
E41b.options.label.1;"Gelbliche Lichtquellen, die fast nur nach unten strahlen, beispielsweise Wegbeleuchtung.";"Sources lumineuses jaunes qui éclairent presque uniquement vers le bas, par exemple pour éclairer un chemin.";"Yellowish light sources that shine almost only downwards, for example path lighting.";"Sorgenti luminose giallastre che irradiano quasi esclusivamente verso il basso, ad esempio per l'illuminazione dei sentieri.";
E41b.text;41b: Wie leuchten diesen Lichtquellen?;41b : comment ces sources lumineuses éclairent-elles?;41b: How do these light sources shine?;41b: Come brillano queste fonti luminose?;
E41b.textInfo.text.1;Zahlreiche Lebewesen sind aktiv in der Nacht. Viele von diesen Lebewesen kreisen um künstliche Lichtquellen und sterben schliesslich. Lichtquellen sollten deshalb nicht nach oben abstrahlen:;De nombreux êtres vivants sont actifs la nuit. Beaucoup d'entre eux tournent autour des sources de lumière artificielle et finissent par mourir. Les sources de lumière ne devraient donc pas éclairer vers le haut:;Numerous creatures are active at night. Many of these creatures circle around artificial light sources and eventually die. Light sources should therefore not radiate upwards:;Numerosi animali sono attivi di notte. Molti di questi girano intorno alle fonti di luce artificiale e alla fine muoiono. Le fonti di luce non dovrebbero quindi illuminare verso l'alto:;
E41b.textInfo.text.2;Schädliche Ausrichtung von Lichtquellen;Mauvaise orientation des sources lumineuses;Harmful orientation of light sources;Orientamento dannoso delle fonti di luce;
E41b.textInfo.text.3;"Auch ist gelbliches bis warm-weisses Licht von LED-Lampen weniger schädlich, als bläuliches Licht.";"De même, la lumière jaunâtre à blanc chaud des lampes LED est moins nocive que la lumière bleutée.";"Also, yellowish to warm-white light from LED lamps is less harmful than bluish light.";"Inoltre, la luce giallastra o bianco-calda delle lampade LED è meno dannosa di quella bianco-fredda.";
E41b.textInfo.text.4;Schädlichkeit verschiedener Lichtquellen;Nocivité de différentes sources lumineuses;Harmfulness of different light sources;Nocività  delle diverse fonti luminose;
E42.finaPage;Ende;Fin;end;fine;
E42.options.label.0;Nein oder nur sehr wenige.;Non ou très peu.;No or very few.;No o molto pochi.;
E42.options.label.1;Ja;Oui;Yes;Sì;
E42.text;"42: Gibt es auf dem Untersuchungsgebiet Wasserschächte oder Lichtschächte, in denen Tiere gefangen bleiben?";42 : y a-t-il sur le site d'étude des puits avec de l’eau ou des puits de lumière dans lesquels les animaux restent prisonniers?;42: Are there water wells or light wells on the study site where animals remain trapped?;42: Nel sito di studio ci sono pozzetti per l'acqua o per la luce in cui gli animali rimangono intrappolati?;
E42.textInfo.text.1;Wasserschächte und Lichtschächte können Fallen für Amphibien und andere Kleintiere sein. Denn diese Tiere kommen kaum selbständig wieder aus solchen Schächten heraus.;"Les puits d'eau et les soupiraux peuvent être des pièges pour les amphibiens et autres petits animaux. En effet, ces animaux ne peuvent pas sortir seuls de ces puits.";Water shafts and light wells can be traps for amphibians and other small animals. This is because these animals rarely emerge from such shafts on their own.;I pozzetti per l'acqua e per la luce possono essere trappole per anfibi e altri piccoli animali. Infatti questi animali difficilmente escono autonomamente da questi pozzi.;
E42.textInfo.text.2;"Abdeckungen mit feinmaschigem Gitter verhindern, dass Kleintiere in Lichtschächte fallen.";Les grillages à mailles fines empêchent les petits animaux de tomber dans les puits de lumière.;Covers with fine mesh prevent small animals from falling into light wells.;Le coperture a maglie sottili impediscono ai piccoli animali di cadere nei pozzi luce.;
E42.textInfo.text.3;"Ausstiegshilfen ermöglichen runtergefallenen Tieren, sich wieder aus dem Schacht zu befreien.";Des dispositifs permettant aux animaux tombés de ressortir du puits.;Exit aids allow fallen animals to get out of the shaft again.;Alcuni ausili aiutano gli animali caduti nei pozzi luce a liberarsi nuovamente.;
id;de;fr;en;"Aggiungi: <br>1. Fare clic su «Aggiungi area» nell'editor. <br>2. Passare alla modalità schermo intero. <br>3. Disegnare i vertici dell'area con clic singolo.<br>4. Impostare l'ultimo punto con un doppio clic.<br>5. Se necessario, aggiungere note e osservazioni (ad esempio, il tipo di neofita) nel campo note.<br>6. Fare clic sul pulsante «Aggiungi» per terminare.<br> <br>Modifica <br>1. Fare clic su «Modifica area» nell'editor.<br>2. Fare clic una volta sulla superficie.<br>3. Una volta attivata l'area, fare nuovamente clic su di essa. <br>4. Spostare i punti d'angolo come desiderato. <br>5. Fare clic sul pulsante «Aggiorna» per terminare. <br> <br>Elimina <br>1. Fare clic su «Modifica area» nell'editor <br>2. Fare clic una volta sulla superficie. <br>3. Fare clic su «Elimina». <br>";
instructionsProject;"Hinzufügen: <br>1.Im Editor auf «Fläche hinzufügen» klicken <br>2.Zu Vollbild wechseln <br>3.Mit Einfach-Klicks Eckpunkte der Fläche einzeichnen.<br>4.Den letzten Punkt mit Doppelklick setzen.<br>5. Gegebenenfalls in des Notizfeld Hinweise, Bemerkungen (z. B. Art der Neophyten) einfügen.<br>6. Zum Abschliessen auf Schaltfläche «Hinzufügen» klicken.<br> <br>Bearbeiten <br>1.Im Editor auf «Fläche bearbeiten» klicken<br>2.Fläche einmal anklicken. <br>3.Sobald Fläche aktiviert ist, Fläche noch einmal anklicken. <br>4.Eckpunkte wie gewünscht verschieben. <br>5.Zum Abschliessen die Schaltfläche «Aktualisieren» anklicken. <br> <br>Löschen <br>1.Im Editor auf «Fläche bearbeiten» klicken <br>2.Fläche einmal anklicken. <br>5.Die Schaltfläche «Löschen» anklicken. <br>";"Ajouter : <br>1.cliquer sur ""Ajouter une surface"" dans l'éditeur <br>2.passer en plein écran <br>3.cliquer une fois sur les différents angles définissant la surface <br>4.placer le dernier point avec un double-clic <br>5.ajouter éventuellement des indications, des remarques (p. ex. type de néophyte) dans la zone de notes.<br>6.cliquer sur le bouton ""Ajouter"" pour terminer<br> <br>Modifier <br>1.cliquer sur ""Modifier la surface"" dans l'éditeur<br>2.cliquer une fois sur la surface. <br>3.dès que la surface est activée, cliquer une nouvelle fois sur la surface  <br>4.déplacer les points d'angle comme souhaité <br>5.pour terminer, cliquer sur le bouton ""Actualiser"" <br> <br>Supprimer <br>1.cliquer sur ""Modifier la surface"" dans l'éditeur <br>2.cliquer une fois sur la surface <br>5.cliquer sur le bouton ""Supprimer"" <br>";"Add: <br>1.In the editor click on ""Add area"" <br>2.Switch to full screen <br>3.With single clicks draw corner points of the area.<br>4.Set the last point with double click.<br>5. If necessary, in the note field notes, comments (eg type of neophytes) insert.<br>6. To finish click on button ""Add"".<br> <br>Edit <br>1.In the editor click on ""Edit area""<br>2.Click area once. <br>3.Once surface is activated, click surface again. <br>4.Move corner points as desired. <br>5.Click the ""Update"" button to finish. <br> <br>Delete <br>1.Click on ""Edit Surface"" in the editor <br>2.Click surface once. <br>5.Click the ""Delete"" button. <br>";"Aggiungi: <br>1. Fare clic su «Aggiungi area» nell'editor. <br>2. Passare alla modalità schermo intero. <br>3. Disegnare i vertici dell'area con un solo clic.<br>4. Impostare l'ultimo punto con un doppio clic.<br>5. Fare clic sul pulsante «Aggiungi» per terminare. <br> <br>Modifica <br>1. Fare clic su «Modifica area» nell'editor.<br>2. Fare clic una volta sulla superficie. <br>3. Non appena la superficie viene attivata, fare nuovamente clic sulla superficie. <br>4. Spostare i punti d'angolo come desiderato. <br>5. Fare clic sul pulsante «Aggiorna» per terminare. <br> <br>Elimina <br>1. Fare clic su «Area di modifica» nell'editor. <br>2. Fare clic una volta sulla superficie. <br>3. Fare clic su «Elimina». <br>";
P00.1.addPage;Allgemeine Infos;Informations générales;General info;Informazioni generali;
P00.1.text;Was ist der Name des Standorts?;Quel est le nom du site d'étude?;What is the name of the site?;Qual è il nome del luogo?;
P01.title;Regionalität der Pflanzen;Origine régionale des plantes;Regionality of plants;Regionalità  delle piante;
P02.title;Strukturelemente;Eléments structurels;Structural elements;Elementi strutturali;
P03.title;Pflege;Entretien;Maintenance;Manutenzione;
P04.title;Bauliche Massnahmen;Mesures de construction;Structural measures;Misure strutturali;
P05.finalPage;Ende;Fin;end;Fine;
P05.gebaeude.nameDisplay;Gebäudeflächen;Surface des bâtiments;Building areas;Superficie dell'edificio;
